"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"12 Schwabing - Freimann",31.7,252,795,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"13 Bogenhausen",34.8,293,843,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"14 Berg am Laim",53.3,196,368,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"15 Trudering - Riem",36.9,418,1134,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"16 Ramersdorf - Perlach",54.9,912,1662,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"17 Obergiesing - Fasangarten",40.3,322,800,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"18 Untergiesing - Harlaching",23,88,382,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",30.9,220,712,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"20 Hadern",43.1,268,622,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"21 Pasing - Obermenzing",19,131,691,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"22 Aubing - Lochhausen - Langwied",36.7,153,417,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"23 Allach - Untermenzing",16.8,63,376,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"24 Feldmoching - Hasenbergl",56.9,494,868,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2015,"25 Laim",26.6,115,433,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"Stadt München",36.2,5665,15646,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"01 Altstadt - Lehel",7.1,8,112,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"02 Ludwigsvorstadt - Isarvorstadt",26.1,131,501,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"03 Maxvorstadt",20.1,94,468,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"04 Schwabing - West",16.8,60,357,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"05 Au - Haidhausen",22,190,864,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"06 Sendling",33.8,134,397,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"07 Sendling - Westpark",33.8,185,548,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"08 Schwanthalerhöhe",36.8,119,323,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"09 Neuhausen - Nymphenburg",31.9,326,1022,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"10 Moosach",46.4,284,612,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"11 Milbertshofen - Am Hart",65.6,515,785,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"12 Schwabing - Freimann",30.7,238,776,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"13 Bogenhausen",34.4,276,802,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"14 Berg am Laim",46.3,144,311,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"15 Trudering - Riem",31.7,347,1094,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"16 Ramersdorf - Perlach",50.9,844,1659,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"17 Obergiesing - Fasangarten",38.7,280,723,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"18 Untergiesing - Harlaching",23.4,89,380,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",29.2,193,660,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"20 Hadern",41.9,262,625,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"21 Pasing - Obermenzing",16,92,576,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"22 Aubing - Lochhausen - Langwied",41.2,188,456,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"23 Allach - Untermenzing",20.7,75,362,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"24 Feldmoching - Hasenbergl",55.8,459,822,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2014,"25 Laim",32.1,132,411,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"Stadt München",36.6,5548,15157,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"01 Altstadt - Lehel",20.9,24,115,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"02 Ludwigsvorstadt - Isarvorstadt",24.8,123,496,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"03 Maxvorstadt",21.7,96,442,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"04 Schwabing - West",16.4,53,324,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"05 Au - Haidhausen",23,200,871,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"06 Sendling",35.6,143,402,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"07 Sendling - Westpark",34.4,178,517,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"08 Schwanthalerhöhe",43.7,125,286,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"09 Neuhausen - Nymphenburg",23.9,233,973,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"10 Moosach",52.7,298,565,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"11 Milbertshofen - Am Hart",59.5,455,765,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"12 Schwabing - Freimann",32.4,248,766,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"13 Bogenhausen",32.4,237,732,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"14 Berg am Laim",53.1,162,305,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"15 Trudering - Riem",38.6,421,1091,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"16 Ramersdorf - Perlach",55.4,903,1631,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"17 Obergiesing - Fasangarten",36.4,254,698,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"18 Untergiesing - Harlaching",18.2,65,358,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",25.8,152,590,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"20 Hadern",32.6,201,617,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"21 Pasing - Obermenzing",19.6,114,583,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"22 Aubing - Lochhausen - Langwied",40.1,178,444,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"23 Allach - Untermenzing",21.2,78,368,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"24 Feldmoching - Hasenbergl",60,479,798,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2013,"25 Laim",30.5,128,420,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"Stadt München",37,5459,14767,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"01 Altstadt - Lehel",11.2,13,116,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"02 Ludwigsvorstadt - Isarvorstadt",29.6,147,497,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"03 Maxvorstadt",17.1,74,432,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"04 Schwabing - West",16.2,55,339,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"05 Au - Haidhausen",22.1,188,849,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"06 Sendling",37.9,166,438,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"07 Sendling - Westpark",38.7,188,486,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"08 Schwanthalerhöhe",37.4,114,305,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"09 Neuhausen - Nymphenburg",25.2,226,897,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"10 Moosach",53.4,243,455,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"11 Milbertshofen - Am Hart",60.5,449,742,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"12 Schwabing - Freimann",32,250,782,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"13 Bogenhausen",30.5,212,694,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"14 Berg am Laim",53,169,319,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"15 Trudering - Riem",32.2,353,1096,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"16 Ramersdorf - Perlach",53.7,898,1672,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"17 Obergiesing - Fasangarten",42,285,678,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"18 Untergiesing - Harlaching",25.1,74,295,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",31.6,180,569,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"20 Hadern",42.9,277,645,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"21 Pasing - Obermenzing",19.1,99,517,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"22 Aubing - Lochhausen - Langwied",43.6,181,415,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"23 Allach - Untermenzing",25.7,90,350,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"24 Feldmoching - Hasenbergl",56.3,427,759,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2012,"25 Laim",24,101,420,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"Stadt München",35.2,4940,14035,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"01 Altstadt - Lehel",11.9,13,109,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"02 Ludwigsvorstadt - Isarvorstadt",25.8,123,476,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"03 Maxvorstadt",20,81,406,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"04 Schwabing - West",21.3,71,333,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"05 Au - Haidhausen",23.4,194,830,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"06 Sendling",37.3,149,400,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"07 Sendling - Westpark",26.9,127,472,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"08 Schwanthalerhöhe",42.8,124,290,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"09 Neuhausen - Nymphenburg",24.5,198,807,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"10 Moosach",52.7,233,442,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"11 Milbertshofen - Am Hart",59.3,412,695,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"12 Schwabing - Freimann",30.6,231,754,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"13 Bogenhausen",22.8,147,646,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"14 Berg am Laim",60.3,188,312,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
"Altersgruppen Familiensprache nichtdeutsch","5 bis 13 Jahre (Schulkinder)",2011,"15 Trudering - Riem",31.1,310,996,"betreute Kinder (nichtdeutsche Familiensprache) (5 bis 13 Jahre)","betreute Kinder (5 bis 13 Jahre)"
