"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Name.Basiswert.1","Name.Basiswert.2"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"03 Maxvorstadt",56.1,1432,2552,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"04 Schwabing - West",61.9,1149,1856,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"05 Au - Haidhausen",54.6,1703,3118,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"06 Sendling",59.4,930,1565,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"07 Sendling - Westpark",56,1285,2296,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"08 Schwanthalerhöhe",58.6,947,1616,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"09 Neuhausen - Nymphenburg",55.7,2262,4061,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"10 Moosach",58.1,1243,2139,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"11 Milbertshofen - Am Hart",59.8,1950,3260,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"12 Schwabing - Freimann",53.6,1932,3602,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"13 Bogenhausen",62,2233,3604,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"14 Berg am Laim",67,1158,1729,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"15 Trudering - Riem",59,2493,4229,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"16 Ramersdorf - Perlach",55.8,3345,5997,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"17 Obergiesing - Fasangarten",54.3,986,1816,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"18 Untergiesing - Harlaching",58.5,1221,2087,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",61.5,2115,3437,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"20 Hadern",58.9,1461,2479,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"21 Pasing - Obermenzing",60.4,2005,3319,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"22 Aubing - Lochhausen - Langwied",65.6,1230,1876,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"23 Allach - Untermenzing",62,945,1524,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"24 Feldmoching - Hasenbergl",60.2,1809,3003,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2013,"25 Laim",59,1142,1934,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"Stadt München",59,37926,64288,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"01 Altstadt - Lehel",62.8,677,1078,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"02 Ludwigsvorstadt - Isarvorstadt",49.1,1095,2228,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"03 Maxvorstadt",54.2,1398,2577,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"04 Schwabing - West",61.5,1154,1877,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"05 Au - Haidhausen",54.4,1685,3099,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"06 Sendling",57.7,958,1661,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"07 Sendling - Westpark",55.7,1182,2123,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"08 Schwanthalerhöhe",57.6,880,1529,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"09 Neuhausen - Nymphenburg",56.1,2162,3851,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"10 Moosach",63.6,1311,2061,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"11 Milbertshofen - Am Hart",60.4,1945,3218,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"12 Schwabing - Freimann",52.8,1832,3471,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"13 Bogenhausen",65.6,2134,3253,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"14 Berg am Laim",65.7,1145,1742,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"15 Trudering - Riem",61,2549,4178,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"16 Ramersdorf - Perlach",56.1,3305,5887,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"17 Obergiesing - Fasangarten",54.3,999,1841,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"18 Untergiesing - Harlaching",64.2,1199,1867,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",62.4,2048,3284,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"20 Hadern",60.3,1474,2446,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"21 Pasing - Obermenzing",61.7,1866,3022,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"22 Aubing - Lochhausen - Langwied",66.5,1224,1841,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"23 Allach - Untermenzing",61.7,908,1471,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"24 Feldmoching - Hasenbergl",61.2,1767,2887,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2012,"25 Laim",57.3,1029,1796,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"Stadt München",60.3,36993,61312,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"01 Altstadt - Lehel",61.9,663,1071,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"02 Ludwigsvorstadt - Isarvorstadt",51.2,1112,2170,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"03 Maxvorstadt",56.4,1322,2346,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"04 Schwabing - West",62.9,1166,1855,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"05 Au - Haidhausen",54.2,1613,2978,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"06 Sendling",57.1,901,1579,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"07 Sendling - Westpark",54.9,1155,2102,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"08 Schwanthalerhöhe",57.1,875,1532,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"09 Neuhausen - Nymphenburg",59.5,2105,3538,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"10 Moosach",62.7,1281,2043,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"11 Milbertshofen - Am Hart",62.2,1904,3063,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"12 Schwabing - Freimann",54.7,1718,3140,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"13 Bogenhausen",65.9,2068,3140,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"14 Berg am Laim",65.8,1122,1705,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"15 Trudering - Riem",62.7,2524,4025,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"16 Ramersdorf - Perlach",58.3,3298,5655,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"17 Obergiesing - Fasangarten",55.8,995,1784,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"18 Untergiesing - Harlaching",64.2,1182,1840,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",63.5,1921,3026,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"20 Hadern",62.4,1455,2330,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"21 Pasing - Obermenzing",64.3,1757,2731,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"22 Aubing - Lochhausen - Langwied",66.9,1117,1669,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"23 Allach - Untermenzing",61.3,887,1446,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"24 Feldmoching - Hasenbergl",64.2,1758,2740,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2011,"25 Laim",60.6,1094,1804,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"Stadt München",60.8,35535,58476,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"01 Altstadt - Lehel",65.9,650,986,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"02 Ludwigsvorstadt - Isarvorstadt",49.4,1033,2091,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"03 Maxvorstadt",57.8,1270,2199,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"04 Schwabing - West",63.1,1127,1785,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"05 Au - Haidhausen",54.5,1521,2790,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"06 Sendling",63,1113,1767,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"07 Sendling - Westpark",60.5,1066,1761,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"08 Schwanthalerhöhe",56.3,795,1412,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"09 Neuhausen - Nymphenburg",59.5,1993,3348,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"10 Moosach",63.5,1229,1935,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"11 Milbertshofen - Am Hart",60.8,1889,3106,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"12 Schwabing - Freimann",55.6,1663,2993,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"13 Bogenhausen",65.4,1971,3015,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"14 Berg am Laim",66,1040,1576,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"15 Trudering - Riem",63,2414,3831,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"16 Ramersdorf - Perlach",56.5,3011,5325,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"17 Obergiesing - Fasangarten",55.9,998,1785,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"18 Untergiesing - Harlaching",67,1075,1605,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",64.7,1908,2950,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"20 Hadern",61.5,1421,2312,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"21 Pasing - Obermenzing",65,1618,2490,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"22 Aubing - Lochhausen - Langwied",66.9,1079,1614,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"23 Allach - Untermenzing",62.2,894,1437,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"24 Feldmoching - Hasenbergl",62.3,1697,2722,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2010,"25 Laim",64.6,1060,1641,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"Stadt München",61.7,34258,55493,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"01 Altstadt - Lehel",62.6,598,956,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"02 Ludwigsvorstadt - Isarvorstadt",51.3,1012,1973,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"03 Maxvorstadt",56.3,1287,2284,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"04 Schwabing - West",63.6,993,1561,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"05 Au - Haidhausen",56.3,1518,2698,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"06 Sendling",65.1,1134,1742,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"07 Sendling - Westpark",63.8,1043,1635,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"08 Schwanthalerhöhe",53.3,645,1211,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"09 Neuhausen - Nymphenburg",59.5,1859,3125,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"10 Moosach",65,1217,1871,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"11 Milbertshofen - Am Hart",61,1844,3025,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"12 Schwabing - Freimann",56.3,1643,2919,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"13 Bogenhausen",67.6,1874,2774,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"14 Berg am Laim",66.5,976,1468,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"15 Trudering - Riem",65.6,2205,3359,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"16 Ramersdorf - Perlach",58.4,2926,5011,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"17 Obergiesing - Fasangarten",57.3,1037,1810,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"18 Untergiesing - Harlaching",70.9,1165,1644,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",65.1,1903,2924,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"20 Hadern",63.7,1292,2028,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"21 Pasing - Obermenzing",66.1,1627,2463,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"22 Aubing - Lochhausen - Langwied",68.9,1077,1564,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"23 Allach - Untermenzing",60.7,822,1354,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"24 Feldmoching - Hasenbergl",60.9,1535,2520,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2009,"25 Laim",65.2,1026,1574,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"Stadt München",62.6,33861,54061,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"01 Altstadt - Lehel",67.1,623,928,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"02 Ludwigsvorstadt - Isarvorstadt",52.7,1000,1898,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"03 Maxvorstadt",58.1,1245,2142,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"04 Schwabing - West",63,976,1549,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"05 Au - Haidhausen",55.8,1485,2659,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"06 Sendling",66.4,1146,1726,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"07 Sendling - Westpark",67.9,1025,1509,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"08 Schwanthalerhöhe",54.4,664,1220,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"09 Neuhausen - Nymphenburg",58.9,1857,3154,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"10 Moosach",68,1220,1795,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"11 Milbertshofen - Am Hart",62.3,1864,2990,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"12 Schwabing - Freimann",57.2,1666,2915,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"13 Bogenhausen",68.1,1885,2767,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"14 Berg am Laim",70.3,1021,1453,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
"Altersgruppen","3 bis 7 Jahre (ohne Schulkinder)",2008,"15 Trudering - Riem",67.1,2051,3055,"betreute Kinder (3 bis 7 Jahre)","betreute Kinder (insgesamt)"
